0,time,week
25.23,2019-01-01 00:00:00,2
24.87,2019-01-01 01:00:00,2
24.78,2019-01-01 02:00:00,2
24.76,2019-01-01 03:00:00,2
25.12,2019-01-01 04:00:00,2
25.39,2019-01-01 05:00:00,2
25.5,2019-01-01 06:00:00,2
25.09,2019-01-01 07:00:00,2
24.75,2019-01-01 08:00:00,2
25.16,2019-01-01 09:00:00,2
26.6,2019-01-01 10:00:00,2
23.28,2019-01-01 11:00:00,2
23.98,2019-01-01 12:00:00,2
25.43,2019-01-01 13:00:00,2
25.44,2019-01-01 14:00:00,2
25.79,2019-01-01 15:00:00,2
30.74,2019-01-01 16:00:00,2
26.67,2019-01-01 17:00:00,2
30.32,2019-01-01 18:00:00,2
31.98,2019-01-01 19:00:00,2
28.93,2019-01-01 20:00:00,2
26.78,2019-01-01 21:00:00,2
26.17,2019-01-01 22:00:00,2
28.16,2019-01-01 23:00:00,2
26.29,2019-01-02 00:00:00,3
25.43,2019-01-02 01:00:00,3
25.48,2019-01-02 02:00:00,3
25.52,2019-01-02 03:00:00,3
25.27,2019-01-02 04:00:00,3
24.96,2019-01-02 05:00:00,3
24.93,2019-01-02 06:00:00,3
25.58,2019-01-02 07:00:00,3
24.0,2019-01-02 08:00:00,3
24.69,2019-01-02 09:00:00,3
25.2,2019-01-02 10:00:00,3
24.53,2019-01-02 11:00:00,3
24.68,2019-01-02 12:00:00,3
25.69,2019-01-02 13:00:00,3
25.46,2019-01-02 14:00:00,3
26.09,2019-01-02 15:00:00,3
29.32,2019-01-02 16:00:00,3
29.29,2019-01-02 17:00:00,3
28.96,2019-01-02 18:00:00,3
30.1,2019-01-02 19:00:00,3
31.57,2019-01-02 20:00:00,3
35.42,2019-01-02 21:00:00,3
30.1,2019-01-02 22:00:00,3
26.58,2019-01-02 23:00:00,3
26.51,2019-01-03 00:00:00,4
25.58,2019-01-03 01:00:00,4
26.23,2019-01-03 02:00:00,4
25.88,2019-01-03 03:00:00,4
24.93,2019-01-03 04:00:00,4
25.17,2019-01-03 05:00:00,4
25.99,2019-01-03 06:00:00,4
25.5,2019-01-03 07:00:00,4
